CaseOrder,Customer_id,Interaction,UID,City,State,County,Zip,Lat,Lng,Population,Area,TimeZone,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
9032,J588514,f47f070e-6946-429b-a6c4-4e4b0e4ed855,1cf5f0d989a734393ff075aae6b6bd28,Rugby,TN,Morgan,37733,36.35405,-84.71124,95,Suburban,America/New_York,Furniture conservator/restorer,10,44,17438.83,Never Married,Female,No,5.597195,13,0,0,Yes,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,No,Yes,No,Electronic Check,64.60077,147.4713,5847.97974,4,4,4,3,2,4,3,4
9033,V483573,9fffc5e0-0ae1-4bbe-b050-3b9f9a494f47,a468a7a0d8409cffd20ad6ba87610af3,Dowagiac,MI,Cass,49047,42.00404,-86.12198,14693,Suburban,America/Detroit,"Development worker, international aid",1,78,160216.1,Married,Female,No,9.550874,15,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Bank Transfer(automatic),61.97321,162.4689,5251.722647,3,4,3,5,2,5,4,5
9034,P359684,cfe775c9-e1c9-4a08-b63e-6e8f906e22de,7f993cf92360c4a87f8d9cd927ddc4e1,Peachland,NC,Anson,28133,34.93454,-80.26135,2383,Suburban,America/New_York,Wellsite geologist,9,86,25972.02,Separated,Male,No,10.1937,10,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),68.05839,194.9581,6215.18264,4,4,4,3,4,4,5,4
9035,S217877,537900e2-b95d-4ee6-a302-7225ec360c7b,df3247d0af3093378e6dd3a75d608cb0,Allenport,PA,Washington,15412,40.09231,-79.85648,465,Urban,America/New_York,Medical sales representative,2,50,7977.67,Married,Male,No,12.63277,10,3,1,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,49.45192,159.9805,4427.375175,3,4,4,5,3,4,3,4
9036,G280276,ce9959db-e136-4b18-9176-dae3412fa672,6bf555e42bce280ea44f2205874f69fb,Dunn Loring,VA,Fairfax,22027,38.89452,-77.22126,2124,Urban,America/New_York,Rural practice surveyor,2,88,11116.97,Married,Male,No,11.06487,15,1,0,Yes,One year,Yes,No,None,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Credit Card (automatic),65.90788,184.9963,5831.190256,4,4,4,3,4,3,4,3
9037,H765008,3a879586-0627-44ff-bd01-857ff98a2d59,a663ec77d692a982ae34e112db58b76e,Minneapolis,MN,Hennepin,55418,45.02122,-93.24282,30211,Rural,America/Chicago,"Designer, textile",4,53,11738.87,Separated,Female,No,13.82399,8,1,0,No,One year,Yes,No,DSL,No,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,68.22677,187.6094,6570.010431,4,4,4,2,3,3,5,4
9038,A79548,8971efad-088f-4228-9541-367505802e9c,f7300b7fc11075da1de3dec061b5afdd,Hazlehurst,GA,Jeff Davis,31539,31.8265,-82.60805,14645,Suburban,America/New_York,Chief Financial Officer,0,67,27422.23,Divorced,Male,No,10.46708,9,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,No,No,No,Electronic Check,38.14529,147.4783,3294.82859,4,3,3,2,3,4,4,4
9039,Y50015,ef24285c-39a5-472f-af96-64d73803f924,89e278d1df7cd3a18e3e465880c3031f,Sharon Springs,NY,Schoharie,13459,42.77651,-74.58819,2405,Rural,America/New_York,Interpreter,1,67,31959.4,Never Married,Male,No,11.8759,15,2,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Credit Card (automatic),63.03296,179.9476,5449.331954,2,3,3,5,2,4,4,3
9040,E444344,a80150a2-cf06-4b4f-a5f7-20e452072c99,d47f3e9b35968a57597f3819ee31f75d,Sizerock,KY,Leslie,41762,37.25348,-83.48379,0,Rural,America/New_York,"Psychologist, educational",10,26,11659,Divorced,Female,No,11.6119,11,3,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,No,No,No,Bank Transfer(automatic),56.56173,104.9643,5434.480078,3,3,3,3,4,2,3,2
9041,N392260,6054e245-56ee-428e-a790-fa89cee8136f,04cd58edf369e901bc998d74b336b2ab,Greenville,TX,Hunt,75402,33.06878,-96.08534,17516,Rural,America/Chicago,"Administrator, education",2,80,67034.95,Widowed,Female,No,8.593063,12,1,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Credit Card (automatic),70.39578,277.6375,6429.615341,4,5,5,2,4,2,3,4
9042,A767144,9490984c-f589-4e14-8fa2-1d65589e4fea,381c1f4b9c3f39d8cbef464ab4bef605,Boise,ID,Ada,83703,43.66443,-116.2404,16819,Suburban,America/Boise,"Designer, fashion/clothing",3,58,16271.47,Widowed,Female,No,8.690721,12,0,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,68.75872,112.4551,5695.648337,3,4,4,3,4,3,3,3
9043,N761090,be484ab5-fd43-45e9-91d3-df12b05caa12,8142406080a9b0df5cf679ff97a453eb,Palisade,CO,Mesa,81526,39.09613,-108.337,5582,Urban,America/Denver,Nutritional therapist,3,29,95064.28,Married,Male,Yes,9.867609,16,1,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),70.49752,257.6375,7096.494932,3,3,4,3,4,3,4,4
9044,J636797,ff0c922a-57fc-4eeb-aaee-4ea8c56de8e3,34d22451f1d33445bc72e43d44556095,Midlothian,TX,Ellis,76065,32.47047,-96.98898,35643,Suburban,America/Chicago,Energy engineer,1,19,16283.13,Never Married,Female,No,8.037899,12,2,0,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),60.98712,184.9634,5985.552522,3,3,3,3,3,3,2,4
9045,F236627,87d67742-820b-4126-b154-5e36c5f540f3,25dabdabf551515817cb680cd715d676,University Park,PA,Centre,16802,40.80268,-77.86064,11611,Rural,America/New_York,IT technical support officer,1,34,48598.8,Married,Male,No,8.263521,5,1,0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,Yes,No,No,Yes,No,Electronic Check,46.07603,149.9845,4275.297726,3,3,4,3,5,2,4,2
9046,Z18210,c39607d6-521c-4f3b-8284-b065a3219762,8553bff57eed1e583ff9336e3547b022,Brashear,MO,Adair,63533,40.20497,-92.39463,698,Rural,America/Chicago,Quantity surveyor,0,81,81288.92,Divorced,Female,No,8.050811,16,3,0,No,Month-to-month,No,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Yes,Electronic Check,71.45681,147.4421,5908.641632,2,2,3,3,5,2,3,3
9047,B959713,1fe7dbd8-eb52-4cb6-a2f4-bb179607cf0e,40b820a91fa56111236e57319b18f234,Pulaski,TN,Giles,38478,35.21489,-87.01128,17654,Urban,America/Chicago,"Designer, graphic",5,65,119017.8,Widowed,Female,No,5.256307,12,1,1,No,Two Year,Yes,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Yes,Mailed Check,58.45672,139.9512,5467.641304,3,1,4,3,3,4,4,2
9048,X503544,6562efba-1b7a-4a9d-bd1f-64c0f76e6e10,ec2814924f3b8ca92598a686063623d6,Dayton,OH,Greene,45430,39.71286,-84.08443,7289,Suburban,America/New_York,Exhibition designer,1,73,15679.34,Married,Male,Yes,8.840278,8,2,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),47.27475,200.1185,4746.697941,4,4,4,4,2,3,4,6
9049,J32230,dd1f3e10-7697-47c0-8dc1-69d465e40eb8,ccefc80a2aba6b1955286c7532241643,Detroit,MI,Wayne,48213,42.39794,-82.9954,22795,Suburban,America/Detroit,Agricultural consultant,4,75,39403.71,Separated,Male,No,8.594974,9,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Bank Transfer(automatic),67.57013,207.4974,6051.894924,5,6,4,1,4,4,2,3
9050,V163590,e4ae643b-9514-417d-8264-399ccb3a1fe7,0a5881d9cca66ffeaf188d2b70dc48de,Saint Cloud,FL,Osceola,34772,28.16397,-81.26889,30746,Urban,America/New_York,"Sales professional, IT",2,67,9724.88,Married,Male,Yes,13.38666,12,1,1,Yes,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),63.00932,142.4713,5910.092809,3,4,4,3,4,4,4,5
9051,K918324,82b91670-15c2-41d4-8b66-5bf8dc010ffb,9c3c27b1d74e2c3917056f95081ded0c,Portland,OR,Multnomah,97230,45.55815,-122.5074,40131,Rural,America/Los_Angeles,Plant breeder/geneticist,1,29,36088.07,Divorced,Male,No,8.729941,13,0,0,No,Two Year,Yes,No,None,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),62.71074,95.01949,5476.236191,3,3,4,3,5,1,3,3
9052,O342390,7b923008-32dd-4ff4-a127-99b0d4b1674e,2fb0adabec3e016ed9c29f916f9b731f,Firestone,CO,Weld,80520,40.11313,-104.9315,1517,Suburban,America/Denver,"Engineer, energy",1,56,53714.51,Separated,Female,No,8.396286,12,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Mailed Check,68.59815,214.9525,5957.424012,4,5,4,3,5,4,6,4
9053,R194134,d28ac339-4007-4569-9b8e-d12ad7cfa37b,40646441bd9a085c782dcf5fd9149715,La Sal,UT,San Juan,84530,38.2889,-109.1613,388,Urban,America/Denver,Health physicist,3,73,60461.6,Married,Female,No,10.88242,13,0,0,Yes,Month-to-month,No,No,None,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,45.82729,137.5165,3928.936853,4,5,4,4,2,5,5,4
9054,S580963,40a1c60b-b0c8-4ce1-bbd1-3abc772035dd,7bb4ccb5b341a18a295eb8aa13c7627f,Mapleton,IA,Monona,51034,42.15945,-95.78912,1760,Urban,America/Chicago,Secondary school teacher,2,46,6047.31,Never Married,Male,No,5.920795,11,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Mailed Check,64.99061,204.961,5878.566682,1,1,1,4,3,1,1,3
9055,A822901,02ead286-fc30-4f8a-a563-b8514f75fae2,2506d986c9c5da0d0ddd34d0a21a7dc2,Hartwick,IA,Poweshiek,52232,41.80267,-92.33594,186,Suburban,America/Chicago,Accounting technician,0,38,21939.65,Separated,Female,No,12.72643,8,2,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),66.42219,242.6435,6104.958036,4,3,2,3,2,3,3,4
9056,C09877,6e40ecaa-3f53-4af7-9950-2558828619d4,bce9fb49ba315411336c7edf6c0a2b0d,National Park,NJ,Gloucester,8063,39.86758,-75.18512,3072,Suburban,America/New_York,Medical laboratory scientific officer,2,77,18143.49,Never Married,Male,No,8.67513,13,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),69.44118,179.9476,5972.406287,3,2,3,4,2,4,4,4
9057,S95379,9400e6fe-e466-4baa-bd7e-e771cd3653ac,4b914ed02eba75b7019b94bbc03dcbc3,Hollywood,FL,Broward,33024,26.02697,-80.24528,75306,Suburban,America/New_York,Educational psychologist,0,23,34414.35,Divorced,Male,No,13.96183,10,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,55.7768,114.9509,5244.106579,1,3,3,4,4,3,4,3
9058,S459186,5302e97a-4fd8-46cb-85cd-ca84404ea611,97b7cfa1fd6bf58b6fe308de65af360e,Jonesville,VA,Lee,24263,36.67174,-83.14546,6137,Rural,America/New_York,Audiological scientist,1,79,82450.93,Separated,Female,No,17.44896,17,0,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Mailed Check,59.83107,179.9794,5084.802228,3,4,4,5,3,4,3,3
9059,F466108,52fa66eb-af82-4e3b-a045-e49c590d8f26,a8abcd52839ea72c6aad9408b32b98f8,Lake Worth,FL,Palm Beach,33463,26.59529,-80.13004,62043,Suburban,America/New_York,"Journalist, newspaper",1,68,14475.95,Never Married,Male,No,15.76032,13,1,0,No,Two Year,No,No,None,Yes,No,No,Yes,Yes,No,No,No,Yes,Credit Card (automatic),41.18372,114.9976,3603.27849,3,3,3,5,2,3,3,3
9060,S542395,4a5defa9-17ab-4c46-abce-da24c755497c,f3f0da6464a11a597320fd55b7a32c41,Inlet,NY,Hamilton,13360,43.72756,-74.73795,163,Suburban,America/New_York,Information systems manager,3,41,46184.74,Widowed,Female,No,15.47722,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,Credit Card (automatic),61.85639,147.4783,5332.977438,3,2,3,3,4,2,3,1
9061,M474053,178069e6-c0dc-470e-bc97-43da0482b24b,7cb4dfdfb975650d2ce31f48e34654f3,Dodgeville,WI,Iowa,53533,42.99399,-90.14679,7070,Rural,America/Chicago,"Therapist, horticultural",3,43,48836.24,Divorced,Male,No,14.15469,14,2,1,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,63.13788,252.624,5864.873198,4,4,3,3,4,2,3,4
9062,F873880,0e9c6ba0-bd4d-49f8-8af5-3e0c6d96b7ea,79fe4e63fe28b87911e0e5aabd6d8419,Pittston,PA,Luzerne,18640,41.29714,-75.74029,17218,Urban,America/New_York,"Librarian, public",3,66,19200.57,Married,Female,No,8.027062,7,2,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,56.50636,149.9447,5346.745829,5,4,4,4,3,6,6,5
9063,P294249,17c21c32-4378-4fde-abb7-d1d3b26df373,9239aeb948be854b7206ee3d2e5100cc,Putney,VT,Windham,5346,43.02506,-72.53166,5111,Urban,America/New_York,Company secretary,0,28,96575.06,Married,Male,No,7.469608,11,1,1,No,Two Year,Yes,No,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,66.15184,177.6508,6067.585868,4,3,3,3,4,3,2,3
9064,B651452,06a4dd0b-6632-45cb-b2fb-c2cc8599428e,5b2708331662a821e4a94fcf264b7a63,West Branch,IA,Cedar,52358,41.69605,-91.31919,3525,Urban,America/Chicago,"Designer, jewellery",8,23,62886.29,Separated,Male,No,6.87197,19,1,0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Mailed Check,60.8833,222.6362,5902.886646,2,3,3,4,2,3,3,3
9065,Y304175,9840bf5a-75b5-46d1-a206-e065bdc73d95,b0782a3c0d7be70e3b0da0111ca8bd4d,Garland,TX,Dallas,75044,32.96264,-96.65323,41901,Suburban,America/Chicago,Bookseller,1,32,14842.19,Divorced,Female,No,10.78213,12,2,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Electronic Check,62.23915,212.6557,5815.917509,4,5,4,5,4,3,4,4
9066,P172027,307836ca-c99b-4af0-b17d-17105f32da8b,385c37d1efc655000fd938bbac61a497,Orlando,FL,Orange,32822,28.48983,-81.29045,60781,Urban,America/New_York,Health visitor,3,46,34315.35,Widowed,Female,No,13.07377,15,2,0,No,One year,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,63.59084,184.9634,6171.94132,5,4,6,3,2,6,6,5
9067,I229526,0c7e1255-711a-4f78-bb78-3b8564a55e58,5baea59a081c96fe5d85306d631fc39c,Orrtanna,PA,Adams,17353,39.88901,-77.38512,3456,Urban,America/New_York,"Scientist, water quality",8,87,80447.93,Never Married,Male,No,10.38714,17,2,0,Yes,One year,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,No,Credit Card (automatic),65.33881,169.9928,5717.977095,3,3,3,3,3,5,3,4
9068,I50381,dc334592-36e3-4cc5-b6c6-b7a460dca82b,3fb4e87b3db4b2a419d5f614d12dd5eb,Isabella,MO,Ozark,65676,36.57617,-92.60995,398,Suburban,America/Chicago,Firefighter,0,67,17871.59,Separated,Male,No,11.44228,13,1,0,Yes,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Electronic Check,60.3736,212.6415,5894.022001,4,4,3,1,6,2,1,3
9069,B961799,f619a028-9121-4a8b-8c3b-38e013759fdc,b1830073e1d286e8a5917ae23a880b53,Salina,UT,Sevier,84654,38.87875,-111.6248,2653,Rural,America/Denver,"Designer, interior/spatial",1,24,21409.9,Separated,Female,No,7.793657,12,1,0,No,Two Year,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,51.7077,252.6378,4962.803058,4,4,3,5,3,5,4,3
9070,L686238,44deb099-28b7-44ae-ae6e-061670fba94c,3056d8145c81ba6765ed1b80e35e31db,Beaumont,KY,Metcalfe,42124,36.87052,-85.64393,18,Suburban,America/Chicago,"Doctor, general practice",0,33,42921.65,Married,Male,No,10.46363,13,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Mailed Check,66.00877,252.6378,6121.363135,3,3,3,7,1,4,3,4
9071,I137232,9a9179c9-401e-49de-8753-b2621cc89bc7,0ed15fa436265d4fe878d0f7d4256539,Rocky River,OH,Cuyahoga,44116,41.47017,-81.85251,20338,Suburban,America/New_York,Counsellor,1,79,40909.6,Divorced,Female,No,13.03666,14,2,0,No,One year,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,No,Credit Card (automatic),71.58237,117.4686,6379.279332,7,6,7,2,6,4,3,5
9072,C632765,bdf1b6dc-20c1-424d-94fa-788488d884c6,3ef65d918dd67c3afbf29e60087569bb,Leawood,KS,Johnson,66211,38.92358,-94.63686,4731,Rural,America/Chicago,Rural practice surveyor,3,63,53755.23,Separated,Male,No,12.0758,9,1,0,No,Two Year,No,No,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),59.9737,107.4958,5615.5589,1,1,3,4,2,4,4,4
9073,O597847,1267f0bd-b532-4b6e-bcfd-1f08f8c2dec8,4d2b8e6289ce8d111127e600baf02388,Versailles,IN,Ripley,47042,39.01124,-85.25924,4207,Suburban,America/Indiana/Indianapolis,Insurance broker,4,73,71134.21,Separated,Male,No,9.067273,18,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Credit Card (automatic),71.89152,124.9781,6101.379973,3,3,2,4,4,4,3,3
9074,J108460,f2e10b85-4c51-4dfe-9ca4-c743ea94d72e,e664da847c612fa9204027495d65db1b,Chloe,WV,Calhoun,25235,38.66862,-81.09436,1208,Rural,America/New_York,Merchant navy officer,1,21,12829,Married,Male,No,10.82034,12,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Yes,Credit Card (automatic),57.65657,147.4421,5087.668651,4,5,4,4,4,4,4,5
9075,M68775,585309c7-5977-483a-9e23-81ae34a58718,95d7ba3871fbb8d2535ad4d64eee02de,West Hyannisport,MA,Barnstable,2672,41.63551,-70.31791,281,Suburban,America/New_York,Historic buildings inspector/conservation officer,1,43,38819.31,Divorced,Female,No,11.6564,12,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Mailed Check,61.64558,149.9621,5381.382441,4,4,3,5,3,4,4,3
9076,Q901861,891ca061-6c9f-4230-a9bc-d020ed96aa18,92d85aa4704afc2aaa33a6a5bf2ba54b,Bradford,NH,Merrimack,3221,43.25177,-71.96172,2190,Rural,America/New_York,IT consultant,1,44,22428.29,Separated,Male,No,7.926134,16,2,0,No,One year,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),67.88936,222.6143,6624.884891,5,3,5,4,4,3,3,4
9077,Y380824,b72b1039-01a8-404a-924b-e5957c82ca2f,592f4571d4db6bd8b6a080a7950b56f6,Methow,WA,Okanogan,98834,48.11708,-120.0891,171,Urban,America/Los_Angeles,"Development worker, international aid",0,48,15189.38,Never Married,Male,No,9.340315,3,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,65.26684,159.9349,5686.820908,4,4,3,4,4,3,3,2
9078,S144940,4526127f-1afe-49ed-9d02-5cc7646510e5,e20441f9a88c542802ebda05309d04ff,Memphis,TN,Shelby,38119,35.07978,-89.84589,22947,Suburban,America/Chicago,Advertising copywriter,4,42,142119.3,Widowed,Male,No,10.64974,12,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,No,Credit Card (automatic),64.71742,149.9483,5694.946384,6,5,5,2,5,4,4,4
9079,V837342,0f393d4d-6b52-489c-a9be-6f5faa5af7e1,184d4122ebbbfe7895ac25c59f1697bf,Crystal River,FL,Citrus,34429,28.85857,-82.65158,8272,Urban,America/New_York,Animator,2,31,32306.62,Widowed,Male,No,11.34692,13,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Mailed Check,60.50225,179.9656,5329.419417,2,3,3,4,4,3,4,3
9080,M639958,4ca1c722-1b67-4778-9305-90cbda5e0c42,954a8f470bda320ae47097a06792b403,Iron Station,NC,Lincoln,28080,35.45256,-81.10973,7941,Rural,America/New_York,"Surveyor, building control",1,21,20838.47,Widowed,Male,No,13.30768,19,1,0,No,One year,No,No,None,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,49.7983,130.0064,4604.128041,4,4,5,4,4,3,4,4
9081,Y778987,8d78cd07-3213-42ec-b759-f70c4e66e447,a30eb9c50a9b3d1d815717d13fb853e7,Lakeside,OR,Coos,97449,43.57609,-124.0839,2074,Suburban,America/Los_Angeles,Pensions consultant,1,56,71507.95,Widowed,Female,No,9.477588,20,3,1,No,One year,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Mailed Check,62.84987,172.4441,5450.604196,2,3,2,4,2,6,4,4
9082,S421624,38ff5f89-1302-46f7-8a4b-8bb1dd3dc76f,700b40e29b7c53ddd25c036980030adc,Yulee,FL,Nassau,32097,30.66379,-81.62966,18518,Urban,America/New_York,Lexicographer,2,68,31935.71,Widowed,Male,No,8.847661,18,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Mailed Check,62.87394,159.9349,5486.748112,4,4,4,3,5,3,3,4
9083,T675703,d795d1da-bf88-45df-982f-eb106a3b1615,553ccd8412b39242de8d45f9de41c541,Newburgh,IN,Warrick,47630,37.95542,-87.35554,36245,Urban,America/Chicago,"Teacher, adult education",3,20,43073.14,Never Married,Male,No,7.045836,12,2,0,No,Two Year,Yes,No,None,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,61.27781,120.0035,5610.48353,3,4,4,2,6,3,4,5
9084,X555613,92832e08-a6a1-4d7a-910b-4b7efcb8760e,46c8f009394c334b1bc15c12edcae9fc,Ben Franklin,TX,Delta,75415,33.45984,-95.75129,190,Urban,America/Chicago,Commercial/residential surveyor,0,19,27756.42,Divorced,Female,No,9.965984,15,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,No,Electronic Check,70.00904,124.9643,5837.932606,4,4,5,5,4,5,4,5
9085,G213314,b5d9785a-c66d-484a-b8e9-5235f0af034f,f0c22d378ca36a04cca6b3f93c71047a,Deatsville,AL,Elmore,36022,32.61945,-86.40471,12141,Urban,America/Chicago,"Accountant, chartered public finance",0,27,73006.35,Married,Male,No,3.916862,10,1,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Mailed Check,57.94447,184.9963,5317.113285,5,4,4,4,4,5,4,4
9086,A31278,ed4ac3db-e35a-45ea-8327-4849e13f0133,0dd0f524419f3e087ec1b91bf260036c,Tecumseh,MI,Lenawee,49286,42.0136,-83.936,14700,Urban,America/Detroit,"Designer, textile",1,53,12457.84,Widowed,Female,No,17.14776,18,1,0,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Mailed Check,64.71389,190.1737,5936.67376,2,3,3,5,2,4,4,3
9087,F721899,b670f568-6487-4d9f-a989-884ab244d414,5d101a863f83136eeb49950f45b9a2d9,Savannah,GA,Chatham,31408,32.11542,-81.18413,10516,Rural,America/New_York,Warden/ranger,1,58,24495.84,Separated,Male,No,8.867727,14,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,64.59202,230.1051,5890.989702,5,5,4,2,3,4,5,2
9088,S121250,43d2a6bb-dbee-4182-8862-416ce3480da8,8edadd7f2ef4822f15d9b76f24329f78,Woodburn,KY,Warren,42170,36.84425,-86.57625,1645,Rural,America/Chicago,"Geologist, wellsite",2,58,62969.23,Never Married,Female,No,5.74758,10,1,1,No,Month-to-month,No,No,None,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Electronic Check,58.18133,190.1599,5334.978423,3,2,4,3,4,2,2,3
9089,C843272,88922238-b9db-43c3-9a4e-746132b6f87f,bdde22bf2374ecf348540a9f94294741,Lincoln,CA,Placer,95648,38.9254,-121.3117,52394,Rural,America/Los_Angeles,Geophysicist/field seismologist,7,21,79611.89,Married,Male,No,12.68993,11,0,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,71.18005,184.9797,6955.375666,4,4,5,3,1,6,5,5
9090,N471252,03365178-c3ba-408f-a52c-1a634824aae4,59fc7963d86c78f6ecd2a754629dae14,Collettsville,NC,Caldwell,28611,36.01103,-81.73527,1162,Urban,America/New_York,Veterinary surgeon,0,87,65916.74,Widowed,Male,No,6.818286,9,0,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,No,No,No,Electronic Check,60.96083,117.4872,5454.520916,3,3,3,3,4,3,4,3
9091,R938984,01bab61c-fef6-4e29-ae06-195863715264,1932639cba4ccbeb7a74769da73d4601,North Truro,MA,Barnstable,2652,42.04411,-70.09475,761,Rural,America/New_York,Physiological scientist,2,33,33253.04,Married,Male,No,10.21912,15,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),62.45443,177.4945,6123.254522,5,4,6,2,5,6,4,4
9092,Z272227,853b634e-c4c3-4d7a-8dd7-095138608aab,a6c7099f7cf1630dab7d2bb24f57fa2e,Becker,MN,Sherburne,55308,45.43025,-93.83605,10045,Urban,America/Chicago,Trade mark attorney,1,27,66840.39,Separated,Male,No,11.76937,11,0,0,No,Two Year,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,62.23643,187.4811,6183.945709,4,5,4,2,4,4,3,3
